AAH,1020,001,Survey of Art & Arch Hist II,44%,41%,5%,0%,0%,0%,0%,1%,1%,7%,0%,0%,Lauritis Beth Ann
AAH,2060,001,Art History and Theory II,77%,18%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Feeser Andrea V
ACCT,2010,001,Financial Accounting Conc,52%,12%,6%,0%,4%,0%,0%,4%,0%,10%,10%,2%,Schleifer Lydia Lancaster Folger
ACCT,2010,002,Financial Accounting Conc,53%,20%,4%,0%,0%,0%,0%,2%,0%,8%,6%,6%,Schleifer Lydia Lancaster Folger
ACCT,2010,003,Financial Accounting Conc,30%,23%,5%,0%,0%,0%,0%,8%,0%,23%,5%,8%,Philo Annieka C
ACCT,2010,004,Financial Accounting Conc,38%,23%,0%,0%,0%,0%,0%,5%,0%,23%,5%,8%,Philo Annieka C
ACCT,2010,005,Financial Accounting Conc,48%,18%,3%,0%,0%,0%,0%,0%,0%,13%,8%,13%,Philo Annieka C
ACCT,2010,006,Financial Accounting Conc,33%,30%,10%,0%,0%,0%,0%,5%,0%,10%,3%,10%,Grant Julie H
ACCT,2010,007,Financial Accounting Conc,43%,20%,3%,0%,0%,0%,0%,3%,0%,25%,3%,5%,Grant Julie H
ACCT,2010,008,Financial Accounting Conc,56%,22%,7%,0%,0%,0%,0%,2%,0%,9%,0%,4%,Schleifer Lydia Lancaster Folger
ACCT,2010,009,Financial Accounting Conc,74%,14%,0%,0%,0%,0%,0%,3%,0%,9%,0%,0%,Prater Mary Ann M
ACCT,2010,010,Financial Accounting Conc,44%,31%,8%,0%,3%,0%,0%,3%,0%,10%,0%,3%,McGuigan Michael John
ACCT,2010,011,Financial Accounting Conc,53%,18%,8%,0%,0%,0%,0%,8%,0%,11%,3%,0%,McGuigan Michael John
ACCT,2010,012,Financial Accounting Conc,53%,20%,3%,0%,0%,0%,0%,3%,0%,23%,0%,0%,Tegen Charles A
ACCT,2010,013,Financial Accounting Conc,38%,26%,3%,0%,5%,0%,0%,5%,0%,23%,0%,0%,Birtwistle Lisa Wheatley
ACCT,2010,014,Financial Accounting Conc,30%,13%,3%,0%,5%,0%,0%,8%,0%,25%,10%,8%,Birtwistle Lisa Wheatley
ACCT,2010,015,Financial Accounting Conc,23%,33%,5%,3%,0%,0%,0%,5%,0%,23%,3%,5%,Birtwistle Lisa Wheatley
ACCT,2010,400,Financial Accounting Conc,13%,13%,3%,1%,0%,0%,0%,28%,0%,31%,4%,6%,McMillan Jeffrey J
ACCT,2010,401,Financial Accounting Conc,17%,19%,7%,2%,2%,0%,0%,15%,0%,29%,7%,3%,McCorkle Emily Suzanne
ACCT,2010,402,Financial Accounting Conc,9%,21%,9%,0%,2%,0%,0%,14%,0%,28%,12%,5%,McMillan Jeffrey J
ACCT,2020,001,Managerial Accounting Co,54%,26%,3%,0%,0%,0%,0%,8%,0%,5%,5%,0%,Anderson Henry K.
ACCT,2020,002,Managerial Accounting Co,37%,23%,9%,0%,0%,0%,0%,6%,0%,9%,3%,14%,Anderson Henry K.
ACCT,2020,003,Managerial Accounting Co,58%,20%,5%,0%,3%,0%,0%,0%,0%,10%,0%,5%,Anderson Henry K.
ACCT,2020,004,Managerial Accounting Co,38%,38%,5%,0%,0%,0%,0%,5%,0%,10%,0%,5%,Anderson Henry K.
ACCT,2020,005,Managerial Accounting Co,24%,25%,7%,2%,0%,0%,0%,5%,0%,22%,3%,12%,Carver Brian Todd
ACCT,2020,006,Managerial Accounting Co,14%,27%,2%,2%,0%,0%,0%,9%,0%,30%,2%,14%,Carver Brian Todd
ACCT,2020,401,Managerial Accounting Co,39%,32%,3%,0%,0%,0%,0%,9%,0%,12%,1%,4%,Anderson Henry K.
ACCT,2020,402,Managerial Accounting Co,26%,22%,3%,0%,0%,0%,0%,17%,0%,24%,2%,5%,McCorkle Emily Suzanne
ACCT,3030,001,Cost Accounting,36%,36%,2%,2%,0%,0%,0%,0%,0%,21%,0%,2%,Way Daniel Thomas
ACCT,3030,002,Cost Accounting,31%,29%,2%,5%,0%,0%,0%,0%,0%,26%,2%,5%,Way Daniel Thomas
ACCT,3030,003,Cost Accounting,13%,37%,13%,0%,0%,0%,0%,8%,0%,21%,3%,5%,Garrett Jace B
ACCT,3030,004,Cost Accounting,29%,36%,5%,2%,0%,0%,0%,0%,0%,24%,5%,0%,Garrett Jace B
ACCT,3030,005,Cost Accounting,79%,5%,0%,0%,0%,0%,0%,3%,0%,13%,0%,0%,Martin Sarah L
ACCT,3110,001,Intermediate Financial Acc,36%,29%,7%,4%,0%,0%,0%,7%,0%,18%,0%,0%,Madray J Russell
ACCT,3110,002,Intermediate Financial Acc,24%,30%,3%,0%,0%,0%,0%,0%,0%,36%,6%,0%,Madray J Russell
ACCT,3110,003,Intermediate Financial Acc,17%,21%,17%,3%,3%,0%,0%,0%,0%,24%,3%,10%,Hawkins Erin Michelle
ACCT,3110,004,Intermediate Financial Acc,3%,30%,17%,0%,0%,0%,0%,13%,0%,27%,3%,7%,Hawkins Erin Michelle
ACCT,3110,005,Intermediate Financial Acc,13%,31%,16%,0%,0%,0%,0%,3%,0%,31%,6%,0%,Hawkins Erin Michelle
ACCT,3110,006,Intermediate Financial Acc,23%,29%,6%,0%,0%,0%,0%,6%,0%,35%,0%,0%,Philo Annieka C
ACCT,3110,007,Intermediate Financial Acc,21%,42%,0%,3%,0%,0%,0%,6%,0%,24%,0%,3%,Goodson Brian Matthew
ACCT,3110,008,Intermediate Financial Acc,18%,55%,6%,0%,0%,0%,0%,3%,0%,18%,0%,0%,Goodson Brian Matthew
ACCT,3120,001,Intermediate Financial Acc,47%,7%,7%,0%,0%,0%,0%,0%,0%,27%,0%,13%,Knause Terry Daniel
ACCT,3120,002,Intermediate Financial Acc,30%,44%,0%,0%,0%,0%,0%,0%,0%,22%,4%,0%,Knause Terry Daniel
ACCT,3120,003,Intermediate Financial Acc,37%,27%,10%,0%,0%,0%,0%,0%,0%,27%,0%,0%,Knause Terry Daniel
ACCT,3120,004,Intermediate Financial Acc,37%,34%,3%,0%,0%,0%,0%,3%,0%,23%,0%,0%,Madray J Russell
ACCT,3120,005,Intermediate Financial Acc,36%,50%,5%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Madray J Russell
ACCT,3120,006,Intermediate Financial Acc,31%,17%,0%,3%,0%,0%,0%,3%,0%,34%,7%,3%,Knause Terry Daniel
ACCT,3130,001,Analytics for Acct Dec Mak,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Barnes James D
ACCT,3130,002,Analytics for Acct Dec Mak,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Barnes James D
ACCT,3130,003,Analytics for Acct Dec Mak,19%,25%,0%,0%,0%,0%,0%,13%,0%,25%,0%,19%,Davis-Culler Phebian L
ACCT,3130,004,Analytics for Acct Dec Mak,7%,14%,14%,0%,3%,0%,0%,7%,0%,38%,3%,14%,Davis-Culler Phebian L
ACCT,3130,005,Analytics for Acct Dec Mak,42%,27%,4%,4%,0%,0%,0%,4%,0%,15%,0%,4%,Mammadov Babak
ACCT,3220,001,Accounting Information Sy,4%,12%,12%,4%,8%,0%,0%,20%,0%,32%,8%,0%,Maiberger Philip A
ACCT,3220,002,Accounting Information Sy,16%,32%,4%,4%,0%,0%,0%,16%,0%,20%,4%,4%,Maiberger Philip A
ACCT,3220,003,Accounting Information Sy,19%,19%,0%,4%,0%,0%,0%,12%,0%,23%,4%,19%,Maiberger Philip A
ACCT,3220,004,Accounting Information Sy,17%,17%,4%,0%,4%,0%,0%,17%,0%,33%,0%,8%,Maiberger Philip A
ACCT,4040,001,Individual Taxation,69%,17%,3%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Martin Sarah L
