AAH,1020,001,Survey of Art & Arch Hist II,52%,42%,5%,0%,0%,0%,0%,1%,1%,0%,0%,0%,"Lauritis, Beth Ann",
AAH,2060,001,Art History and Theory II,72%,22%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Feeser, Andrea V",
ACCT,2010,001,Financial Accounting Conc,35%,39%,15%,5%,3%,0%,0%,3%,0%,0%,0%,0%,"Schleifer, Lydia",
"",,,,,,,,,,,,,,,,Lancaster Folger,
ACCT,2010,002,Financial Accounting Conc,13%,38%,31%,8%,3%,0%,0%,8%,0%,0%,0%,0%,"Tegen, Charles A",
ACCT,2010,003,Financial Accounting Conc,25%,29%,23%,17%,4%,0%,0%,2%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,2010,004,Financial Accounting Conc,46%,24%,18%,0%,8%,0%,0%,4%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,2010,005,Financial Accounting Conc,30%,22%,18%,18%,4%,0%,0%,8%,0%,0%,0%,0%,"Grant, Julie H",
ACCT,2010,006,Financial Accounting Conc,30%,16%,34%,8%,8%,0%,0%,4%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,2010,007,Financial Accounting Conc,52%,10%,22%,8%,2%,0%,0%,6%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,2010,008,Financial Accounting Conc,44%,28%,16%,10%,0%,0%,0%,2%,0%,0%,0%,0%,"Grant, Julie H",
ACCT,2010,009,Financial Accounting Conc,34%,20%,24%,8%,6%,0%,0%,8%,0%,0%,0%,0%,"Grant, Julie H",
ACCT,2010,010,Financial Accounting Conc,23%,33%,23%,10%,2%,0%,0%,8%,0%,0%,0%,0%,"Birtwistle, Lisa",
"",,,,,,,,,,,,,,,,Wheatley,
ACCT,2010,011,Financial Accounting Conc,19%,28%,33%,11%,6%,0%,0%,3%,0%,0%,0%,0%,"Birtwistle, Lisa",
"",,,,,,,,,,,,,,,,Wheatley,
ACCT,2010,012,Financial Accounting Conc,14%,30%,28%,8%,8%,0%,0%,12%,0%,0%,0%,0%,"McMillan, Jeffrey J",
ACCT,2010,014,Financial Accounting Conc,38%,30%,18%,6%,6%,0%,0%,2%,0%,0%,0%,0%,"Grant, Julie H",
ACCT,2010,111,Fin Acct Concepts (HON),83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Birtwistle, Lisa",H
"",,,,,,,,,,,,,,,,Wheatley,
ACCT,2010,400,Financial Accounting Conc,13%,31%,22%,12%,4%,0%,0%,16%,0%,0%,0%,0%,"McMillan, Jeffrey J",
ACCT,2010,401,Financial Accounting Conc,17%,39%,28%,7%,6%,0%,0%,4%,0%,0%,0%,0%,"McCorkle, Emily",
"",,,,,,,,,,,,,,,,Suzanne,
ACCT,2010,402,Financial Accounting Conc,36%,38%,21%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Schleifer, Lydia",
"",,,,,,,,,,,,,,,,Lancaster Folger,
ACCT,2010,403,Financial Accounting Conc,37%,37%,12%,5%,5%,0%,0%,5%,0%,0%,0%,0%,"Schleifer, Lydia",
ACCT,2020,001,Managerial Accounting Co,15%,22%,15%,10%,12%,0%,0%,25%,0%,0%,0%,0%,"Carver, Brian Todd"
ACCT,2020,002,Managerial Accounting Co,26%,18%,21%,16%,11%,0%,0%,9%,0%,0%,0%,0%,"Carver, Brian Todd"
ACCT,2020,003,Managerial Accounting Co,22%,35%,30%,11%,2%,0%,0%,0%,0%,0%,0%,0%,"Radtke, Robin R"
ACCT,2020,004,Managerial Accounting Co,50%,24%,13%,5%,8%,0%,0%,0%,0%,0%,0%,0%,"Martin, Sarah L"
ACCT,2020,005,Managerial Accounting Co,47%,24%,24%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Martin, Sarah L"
ACCT,2020,400,Managerial Accounting Co,20%,33%,28%,10%,5%,0%,0%,3%,0%,0%,0%,0%,"McCorkle, Emily"
"",,,,,,,,,,,,,,,,Suzanne
ACCT,2020,401,Managerial Accounting Co,22%,36%,29%,5%,3%,0%,0%,3%,0%,0%,0%,0%,"McCorkle, Emily"
"",,,,,,,,,,,,,,,,Suzanne
ACCT,2020,402,Managerial Accounting Co,14%,34%,29%,19%,3%,0%,0%,2%,0%,0%,0%,0%,"McCorkle, Emily"
"",,,,,,,,,,,,,,,,Suzanne
ACCT,2020,403,Managerial Accounting Co,8%,34%,24%,18%,14%,0%,0%,2%,0%,0%,0%,0%,"McCorkle, Emily"
"",,,,,,,,,,,,,,,,Suzanne
ACCT,3030,001,Cost Accounting,43%,33%,18%,3%,5%,0%,0%,0%,0%,0%,0%,0%,"Way, Daniel Thomas"
ACCT,3030,002,Cost Accounting,23%,41%,26%,8%,0%,0%,0%,3%,0%,0%,0%,0%,"Way, Daniel Thomas"
ACCT,3030,003,Cost Accounting,28%,33%,26%,8%,5%,0%,0%,0%,0%,0%,0%,0%,"Davis-Culler, Phebian"
"",,,,,,,,,,,,,,,,L
ACCT,3030,004,Cost Accounting,15%,35%,23%,15%,5%,0%,0%,8%,0%,0%,0%,0%,"Garrett, Jace B"
ACCT,3030,005,Cost Accounting,23%,34%,32%,9%,0%,0%,0%,2%,0%,0%,0%,0%,"Garrett, Jace B"
ACCT,3110,001,Intermediate Financial Acc,13%,39%,24%,16%,5%,0%,0%,3%,0%,0%,0%,0%,"Hawkins, Erin"
"",,,,,,,,,,,,,,,,Michelle
ACCT,3110,002,Intermediate Financial Acc,11%,42%,25%,14%,6%,0%,0%,3%,0%,0%,0%,0%,"Hawkins, Erin"
"",,,,,,,,,,,,,,,,Michelle
ACCT,3110,003,Intermediate Financial Acc,17%,37%,32%,5%,5%,0%,0%,5%,0%,0%,0%,0%,"Hawkins, Erin"
"",,,,,,,,,,,,,,,,Michelle
ACCT,3110,004,Intermediate Financial Acc,15%,42%,27%,0%,8%,0%,0%,8%,0%,0%,0%,0%,"Donnelly, Amy"
ACCT,3110,005,Intermediate Financial Acc,30%,39%,26%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Donnelly, Amy",
"",,,,,,,,,,,,,,,,Melissa,
